Nose X,Nose Y,Neck X,Neck Y,Right Shoulder X,Right Shoulder Y,Right Elbow X,Right Elbow Y,Right Wrist X,Right Wrist Y,Left Shoulder X,Left Shoulder Y,Left Elbow X,Left Elbow Y,Left Wrist X,Left Wrist Y,Right Hip X,Right Hip Y,Right Knee X,Right Knee Y,Right Ankle X,Right Ankle Y,Left Hip X,Left Hip Y,Left Knee X,Left Knee Y,Left Ankle X,Left Ankle Y,Right Eye X,Right Eye Y,Left Eye X,Left Eye Y,Right Ear X,Right Ear Y,Left Ear X,Left Ear Y,Acitivity
586.6805556,234.7826087,538.712963,300,487.0555556,273.9130435,435.3981481,306.5217391,435.3981481,306.5217391,597.75,326.0869565,597.75,482.6086957,649.4074074,600,405.8796296,508.6956522,365.2916667,769.5652174,546.0925926,945.6521739,490.7453704,528.2608696,416.9490741,763.0434783,391.1203704,997.826087,571.9212963,215.2173913,601.4398148,208.6956522,542.4027778,221.7391304,542.4027778,221.7391304,dancing
182.9444444,104.3478261,150.8055556,140.2173913,108.7777778,143.4782609,79.11111111,163.0434783,79.11111111,163.0434783,187.8888889,136.9565217,187.8888889,136.9565217,187.8888889,136.9565217,178,286.9565217,227.4444444,414.1304348,178,502.173913,217.5555556,257.6086957,318.9166667,267.3913043,388.1388889,332.6086957,180.4722222,91.30434783,180.4722222,91.30434783,148.3333333,81.52173913,148.3333333,81.52173913,dancing
192.5324074,97.82608696,217.9212963,127.173913,179.837963,120.6521739,150.2175926,169.5652174,158.6805556,110.8695652,262.3518519,117.3913043,304.6666667,189.1304348,315.2453704,270.6521739,181.9537037,283.6956522,154.4490741,414.1304348,143.8703704,525,241.1944444,293.4782609,226.3842593,417.3913043,319.4768519,521.7391304,188.3009259,91.30434783,203.1111111,88.04347826,203.1111111,88.04347826,222.1527778,78.26086957,dancing
1151.046296,701.7173913,1063.25463,823.1684783,955.9537037,755.6956522,955.9537037,755.6956522,955.9537037,755.6956522,1170.555556,877.1467391,1316.875,944.6195652,1472.949074,958.1141304,936.4444444,1093.059783,780.3703704,1147.038043,985.2175926,1497.896739,1131.537037,1241.5,1160.800926,1767.788043,1141.291667,2186.119565,1112.027778,661.2336957,1170.555556,661.2336957,1033.990741,647.7391304,1033.990741,647.7391304,dancing
227.7777778,160.048913,248.1481481,192.7119565,218.5185185,195.9782609,172.2222222,212.3097826,162.962963,199.2445652,272.2222222,186.1793478,338.8888889,222.1086957,338.8888889,222.1086957,235.1851852,329.8967391,266.6666667,414.8206522,311.1111111,503.0108696,231.4814815,326.6304348,203.7037037,424.6195652,181.4814815,509.5434783,222.2222222,153.5163043,231.4814815,146.9836957,231.4814815,146.9836957,250,146.9836957,dancing
148.1481481,347.9565217,190.7407407,364.3695652,172.2222222,370.9347826,172.2222222,413.6086957,172.2222222,413.6086957,212.962963,344.673913,212.962963,344.673913,212.962963,344.673913,212.962963,344.673913,212.962963,344.673913,212.962963,344.673913,212.962963,344.673913,212.962963,344.673913,212.962963,344.673913,146.2962963,338.1086957,153.7037037,334.826087,153.7037037,334.826087,183.3333333,334.826087,dancing
304.4444444,66.08695652,308.8888889,117.7173913,257.7777778,117.7173913,202.2222222,152.826087,235.5555556,196.1956522,362.2222222,113.5869565,422.2222222,177.6086957,380,235.4347826,280,227.173913,348.8888889,342.826087,348.8888889,342.826087,346.6666667,241.6304348,353.3333333,342.826087,353.3333333,342.826087,293.3333333,57.82608696,313.3333333,55.76086957,280,66.08695652,328.8888889,59.89130435,dancing
283.3333333,94.56521739,283.3333333,156.5217391,236.1111111,163.0434783,205.5555556,225,205.5555556,225,333.3333333,159.7826087,361.1111111,238.0434783,361.1111111,238.0434783,258.3333333,329.3478261,277.7777778,443.4782609,300,557.6086957,288.8888889,319.5652174,277.7777778,440.2173913,252.7777778,518.4782609,272.2222222,84.7826087,297.2222222,78.26086957,255.5555556,94.56521739,313.8888889,81.52173913,dancing
92.25,95.65217391,84.375,139.1304348,68.625,134.7826087,68.625,134.7826087,68.625,134.7826087,68.625,134.7826087,68.625,134.7826087,68.625,134.7826087,68.625,134.7826087,68.625,134.7826087,68.625,134.7826087,68.625,134.7826087,68.625,134.7826087,68.625,134.7826087,87.75,86.95652174,97.875,89.13043478,77.625,86.95652174,103.5,97.82608696,dancing
185.9351852,186.4130435,196.7453704,190.2173913,188.0972222,209.2391304,183.7731481,289.1304348,183.7731481,289.1304348,198.9074074,205.4347826,183.7731481,289.1304348,183.7731481,289.1304348,231.337963,239.673913,227.0138889,285.326087,274.5787037,353.8043478,227.0138889,220.6521739,227.0138889,220.6521739,227.0138889,220.6521739,179.4490741,178.8043478,185.9351852,175,170.8009259,190.2173913,183.7731481,178.8043478,dancing
404.9166667,420.6521739,433.1666667,474.4565217,386.0833333,445.1086957,339,396.1956522,339,396.1956522,470.8333333,479.3478261,533.6111111,557.6086957,536.75,640.7608696,351.5555556,621.1956522,251.1111111,684.7826087,298.1944444,792.3913043,395.5,640.7608696,426.8888889,782.6086957,558.7222222,792.3913043,398.6388889,410.8695652,417.4722222,410.8695652,417.4722222,410.8695652,445.7222222,410.8695652,dancing
172.4444444,144,190.2222222,146.0869565,190.2222222,146.0869565,190.2222222,146.0869565,190.2222222,146.0869565,193.7777778,146.0869565,195.5555556,169.0434783,195.5555556,169.0434783,200.8888889,181.5652174,193.7777778,275.4782609,202.6666667,325.5652174,206.2222222,179.4782609,188.4444444,269.2173913,204.4444444,325.5652174,204.4444444,325.5652174,174.2222222,141.9130435,174.2222222,141.9130435,177.7777778,139.826087,dancing
422.2222222,208.6956522,429.6296296,243.4782609,388.8888889,256.5217391,322.2222222,334.7826087,251.8518519,334.7826087,477.7777778,226.0869565,577.7777778,191.3043478,592.5925926,134.7826087,385.1851852,395.6521739,285.1851852,495.6521739,285.1851852,495.6521739,429.6296296,417.3913043,477.7777778,547.826087,455.5555556,678.2608696,414.8148148,200,429.6296296,195.6521739,396.2962963,200,444.4444444,186.9565217,dancing
589.8148148,385.2717391,571.7592593,506.1413043,397.2222222,468.3695652,355.0925926,589.2391304,355.0925926,589.2391304,355.0925926,589.2391304,355.0925926,589.2391304,355.0925926,589.2391304,355.0925926,589.2391304,355.0925926,589.2391304,355.0925926,589.2391304,355.0925926,589.2391304,355.0925926,589.2391304,355.0925926,589.2391304,541.6666667,324.8369565,631.9444444,324.8369565,487.5,309.7282609,698.1481481,317.2826087,dancing
330.5555556,151.6304348,366.6666667,239.673913,366.6666667,239.673913,366.6666667,239.673913,366.6666667,239.673913,369.4444444,239.673913,294.4444444,288.5869565,294.4444444,288.5869565,261.1111111,396.1956522,138.8888889,371.7391304,138.8888889,371.7391304,311.1111111,459.7826087,325,621.1956522,397.2222222,802.173913,397.2222222,802.173913,344.4444444,136.9565217,344.4444444,136.9565217,377.7777778,151.6304348,dancing
844.8055556,345.0434783,861.3703704,489.7391304,720.5694444,500.8695652,521.7916667,500.8695652,372.7083333,500.8695652,993.8888889,467.4782609,1109.842593,534.2608696,1109.842593,534.2608696,786.8287037,912.6956522,786.8287037,912.6956522,786.8287037,912.6956522,927.6296296,912.6956522,853.087963,1135.304348,853.087963,1135.304348,819.9583333,311.6521739,877.9351852,300.5217391,778.5462963,322.7826087,927.6296296,322.7826087,dancing
280.4212963,79.22282609,303.9861111,93.96195652,282.7777778,101.3315217,273.3518519,147.3913043,259.212963,169.5,322.837963,82.9076087,346.4027778,101.3315217,365.2546296,103.173913,318.125,163.9728261,351.1157407,228.4565217,348.7592593,296.625,336.9768519,160.2880435,351.1157407,228.4565217,296.9166667,270.8315217,275.7083333,75.53804348,280.4212963,71.85326087,280.4212963,71.85326087,294.5601852,66.32608696,dancing
240.7407407,135.8695652,238.4259259,182.0652174,210.6481481,184.7826087,215.2777778,255.4347826,215.2777778,255.4347826,268.5185185,184.7826087,268.5185185,252.7173913,268.5185185,252.7173913,224.537037,293.4782609,236.1111111,404.8913043,247.6851852,475.5434783,261.5740741,285.326087,312.5,372.2826087,263.8888889,459.2391304,231.4814815,125,250,125,219.9074074,127.7173913,261.5740741,130.4347826,dancing
250.1666667,122.1086957,274.3055556,166.7826087,250.1666667,184.6521739,250.1666667,184.6521739,250.1666667,184.6521739,296.25,163.8043478,307.2222222,208.4782609,307.2222222,208.4782609,261.1388889,276.9782609,247.9722222,369.3043478,252.3611111,467.5869565,294.0555556,262.0869565,294.0555556,262.0869565,294.0555556,262.0869565,243.5833333,119.1304348,254.5555556,113.173913,254.5555556,113.173913,272.1111111,116.1521739,dancing
130.0185185,78.56521739,130.0185185,90.65217391,121.2777778,89.14130435,121.2777778,89.14130435,121.2777778,89.14130435,143.1296296,89.14130435,164.9814815,81.58695652,164.9814815,81.58695652,100.5185185,140.5108696,83.03703704,193.3913043,105.9814815,240.2282609,122.3703704,152.5978261,119.0925926,193.3913043,80.85185185,231.1630435,126.7407407,75.54347826,132.2037037,74.0326087,119.0925926,72.52173913,136.5740741,71.01086957,dancing
107.5925926,133.1521739,124.5,152.173913,99.90740741,149.4565217,99.90740741,149.4565217,99.90740741,149.4565217,146.0185185,149.4565217,195.2037037,165.7608696,215.1851852,165.7608696,95.2962963,255.4347826,55.33333333,334.2391304,107.5925926,421.1956522,109.1296296,266.3043478,76.85185185,336.9565217,113.7407407,410.326087,106.0555556,127.7173913,113.7407407,125,113.7407407,125,126.037037,119.5652174,dancing
366.6666667,152.1684783,400,247.9782609,311.1111111,231.0706522,255.5555556,332.5163043,122.2222222,394.5108696,481.4814815,202.8913043,533.3333333,191.6195652,533.3333333,191.6195652,366.6666667,535.4076087,366.6666667,721.3913043,351.8518519,941.1902174,470.3703704,546.6793478,411.1111111,743.9347826,355.5555556,929.9184783,351.8518519,129.625,388.8888889,129.625,329.6296296,135.2608696,429.6296296,135.2608696,dancing
168.8796296,75.81521739,159.1898148,95.38043478,130.1203704,107.6086957,177.1851852,171.1956522,177.1851852,171.1956522,192.412037,107.6086957,182.7222222,166.3043478,182.7222222,166.3043478,125.9675926,188.3152174,91.36111111,269.0217391,77.51851852,303.2608696,159.1898148,193.2065217,137.0416667,276.3586957,166.1111111,344.8369565,161.9583333,63.58695652,177.1851852,66.0326087,148.1157407,58.69565217,186.875,70.92391304,dancing
326.3888889,191.576087,337.962963,248.6413043,293.9814815,269.0217391,293.9814815,269.0217391,293.9814815,269.0217391,379.6296296,252.7173913,379.6296296,252.7173913,379.6296296,252.7173913,335.6481481,346.4673913,337.962963,513.5869565,340.2777778,648.0978261,372.6851852,342.3913043,372.6851852,342.3913043,372.6851852,342.3913043,312.5,183.423913,333.3333333,175.2717391,300.9259259,195.6521739,351.8518519,179.3478261,dancing
1027.888889,1089.956522,981.1666667,1316.173913,841,1419,887.7222222,1686.347826,887.7222222,1686.347826,1121.333333,1254.478261,1121.333333,1254.478261,1121.333333,1254.478261,1027.888889,1748.043478,1027.888889,1748.043478,1027.888889,1748.043478,1027.888889,1748.043478,1027.888889,1748.043478,1027.888889,1748.043478,992.8472222,1028.26087,1074.611111,1048.826087,922.7638889,1048.826087,1121.333333,1069.391304,dancing
374.0740741,180.9782609,355.5555556,253.3695652,340.7407407,246.1304348,262.962963,242.5108696,222.2222222,220.7934783,362.962963,260.6086957,266.6666667,242.5108696,233.3333333,231.6521739,385.1851852,405.3913043,274.0740741,477.7826087,281.4814815,575.5108696,385.1851852,401.7717391,277.7777778,477.7826087,277.7777778,477.7826087,377.7777778,159.2608696,400,177.3586957,400,177.3586957,418.5185185,202.6956522,dancing
572.9027778,172.5217391,504.2916667,189.2173913,524.875,211.4782609,524.875,211.4782609,524.875,211.4782609,483.7083333,155.826087,483.7083333,155.826087,483.7083333,155.826087,373.9305556,400.6956522,442.5416667,595.4782609,480.2777778,818.0869565,425.3888889,417.3913043,428.8194444,601.0434783,476.8472222,818.0869565,576.3333333,155.826087,576.3333333,155.826087,562.6111111,128,562.6111111,128,dancing
247.037037,199.076087,257.7777778,214.1576087,240.5925926,223.2065217,227.7037037,256.3858696,238.4444444,244.3206522,277.1111111,205.1086957,281.4074074,235.2717391,281.4074074,235.2717391,257.7777778,280.5163043,257.7777778,280.5163043,257.7777778,280.5163043,277.1111111,280.5163043,277.1111111,280.5163043,277.1111111,280.5163043,242.7407407,193.0434783,251.3333333,190.0271739,238.4444444,190.0271739,259.9259259,187.0108696,dancing
193.0555556,73.36956522,180.5555556,102.7173913,172.2222222,105.9782609,148.6111111,102.7173913,119.4444444,97.82608696,187.5,97.82608696,204.1666667,97.82608696,238.8888889,63.58695652,191.6666667,143.4782609,191.6666667,143.4782609,191.6666667,143.4782609,191.6666667,143.4782609,191.6666667,143.4782609,191.6666667,143.4782609,188.8888889,71.73913043,188.8888889,71.73913043,179.1666667,81.52173913,179.1666667,81.52173913,dancing
327.1111111,145.7934783,379.2592593,218.6902174,350.8148148,214.4021739,251.2592593,214.4021739,184.8888889,175.8097826,407.7037037,218.6902174,474.0740741,218.6902174,545.1851852,205.826087,436.1481481,338.7554348,502.5185185,381.6358696,502.5185185,381.6358696,431.4074074,343.0434783,502.5185185,381.6358696,502.5185185,381.6358696,502.5185185,381.6358696,341.3333333,137.2173913,341.3333333,137.2173913,369.7777778,154.3695652,dancing
233.7962963,187.5,231.4814815,224.1847826,201.3888889,216.0326087,182.8703704,277.173913,196.7592593,330.1630435,268.5185185,228.2608696,282.4074074,191.576087,282.4074074,191.576087,217.5925926,375,233.7962963,505.4347826,231.4814815,619.5652174,268.5185185,346.4673913,351.8518519,350.5434783,317.1296296,436.1413043,224.537037,175.2717391,243.0555556,179.3478261,212.962963,179.3478261,259.2592593,183.423913,dancing
371.6574074,319.5652174,326.3333333,417.3913043,262.8796296,397.826087,240.2175926,508.6956522,330.8657407,410.8695652,398.8518519,436.9565217,398.8518519,436.9565217,398.8518519,436.9565217,240.2175926,626.0869565,299.1388889,815.2173913,317.2685185,1043.478261,339.9305556,586.9565217,466.837963,723.9130435,344.462963,815.2173913,362.5925926,306.5217391,389.787037,313.0434783,339.9305556,313.0434783,398.8518519,339.1304348,dancing
476.6666667,101.0869565,465.8333333,156.5217391,400.8333333,169.5652174,303.3333333,169.5652174,200.4166667,163.0434783,520,140.2173913,520,140.2173913,520,140.2173913,552.5,244.5652174,639.1666667,286.9565217,639.1666667,286.9565217,590.4166667,231.5217391,628.3333333,290.2173913,628.3333333,290.2173913,460.4166667,88.04347826,482.0833333,88.04347826,417.0833333,91.30434783,417.0833333,91.30434783,dancing
455,196.0434783,465,348.5217391,465,348.5217391,465,348.5217391,465,348.5217391,465,348.5217391,465,348.5217391,465,348.5217391,465,348.5217391,465,348.5217391,465,348.5217391,465,348.5217391,465,348.5217391,465,348.5217391,465,348.5217391,475,181.5217391,475,181.5217391,510,225.0869565,dancing
143.0555556,64.34782609,147.2222222,98.13043478,130.5555556,93.30434783,130.5555556,93.30434783,130.5555556,93.30434783,161.1111111,99.73913043,159.7222222,130.3043478,159.7222222,130.3043478,134.7222222,149.6086957,134.7222222,149.6086957,134.7222222,149.6086957,155.5555556,148,191.6666667,159.2608696,191.6666667,159.2608696,138.8888889,61.13043478,147.2222222,61.13043478,134.7222222,69.17391304,154.1666667,65.95652174,dancing
320.1111111,112.5,357.3333333,165.625,331.2777778,159.375,264.2777778,150,201,87.5,387.1111111,165.625,446.6666667,162.5,528.5555556,153.125,528.5555556,153.125,528.5555556,153.125,528.5555556,153.125,390.8333333,265.625,387.1111111,287.5,361.0555556,353.125,361.0555556,353.125,331.2777778,106.25,331.2777778,106.25,346.1666667,118.75,dancing
311.7962963,138.5869565,295.0555556,141.3043478,282.5,119.5652174,263.6666667,130.4347826,301.3333333,141.3043478,301.3333333,141.3043478,301.3333333,141.3043478,301.3333333,141.3043478,263.6666667,157.6086957,272.037037,173.9130435,272.037037,173.9130435,272.037037,173.9130435,272.037037,173.9130435,272.037037,173.9130435,313.8888889,133.1521739,315.9814815,138.5869565,309.7037037,122.2826087,309.7037037,122.2826087,dancing
396.2962963,208.6956522,377.7777778,278.2608696,362.962963,282.6086957,362.962963,282.6086957,362.962963,282.6086957,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,385.1851852,200,385.1851852,200,362.962963,217.3913043,362.962963,217.3913043,dancing
311.1111111,303.2608696,338.8888889,283.6956522,330.5555556,288.5869565,330.5555556,288.5869565,330.5555556,288.5869565,341.6666667,278.8043478,341.6666667,278.8043478,341.6666667,278.8043478,419.4444444,435.326087,419.4444444,435.326087,419.4444444,435.326087,405.5555556,420.6521739,288.8888889,459.7826087,313.8888889,572.2826087,313.8888889,572.2826087,308.3333333,288.5869565,308.3333333,288.5869565,311.1111111,264.1304348,dancing
288.9722222,98.04347826,323.3055556,124.7826087,309,129.2391304,300.4166667,158.2065217,303.2777778,149.2934783,349.0555556,109.1847826,383.3888889,86.90217391,383.3888889,86.90217391,314.7222222,182.7173913,337.6111111,222.826087,337.6111111,222.826087,337.6111111,222.826087,337.6111111,222.826087,337.6111111,222.826087,286.1111111,91.35869565,294.6944444,91.35869565,294.6944444,91.35869565,317.5833333,91.35869565,dancing
412.9537037,487.5,449.037037,536.9565217,461.0648148,522.826087,461.0648148,522.826087,461.0648148,522.826087,449.037037,544.0217391,449.037037,544.0217391,449.037037,544.0217391,505.1666667,657.0652174,533.2314815,741.8478261,533.2314815,741.8478261,489.1296296,657.0652174,396.9166667,854.8913043,324.75,1010.326087,324.75,1010.326087,324.75,1010.326087,324.75,1010.326087,412.9537037,501.6304348,dancing
131.1111111,44.13043478,124.5555556,63.04347826,116.9074074,65.56521739,98.33333333,73.13043478,88.5,75.65217391,128.9259259,60.52173913,128.9259259,60.52173913,128.9259259,60.52173913,136.5740741,92.04347826,136.5740741,92.04347826,136.5740741,92.04347826,136.5740741,92.04347826,136.5740741,92.04347826,136.5740741,92.04347826,127.8333333,42.86956522,127.8333333,42.86956522,119.0925926,49.17391304,119.0925926,49.17391304,dancing
586.6805556,234.7826087,538.712963,300,487.0555556,273.9130435,435.3981481,306.5217391,435.3981481,306.5217391,597.75,326.0869565,597.75,482.6086957,649.4074074,600,405.8796296,508.6956522,365.2916667,769.5652174,546.0925926,945.6521739,490.7453704,528.2608696,416.9490741,763.0434783,391.1203704,997.826087,571.9212963,215.2173913,601.4398148,208.6956522,542.4027778,221.7391304,542.4027778,221.7391304,dancing
182.9444444,104.3478261,150.8055556,140.2173913,108.7777778,143.4782609,79.11111111,163.0434783,79.11111111,163.0434783,187.8888889,136.9565217,187.8888889,136.9565217,187.8888889,136.9565217,178,286.9565217,227.4444444,414.1304348,178,502.173913,217.5555556,257.6086957,318.9166667,267.3913043,388.1388889,332.6086957,180.4722222,91.30434783,180.4722222,91.30434783,148.3333333,81.52173913,148.3333333,81.52173913,dancing
192.5324074,97.82608696,217.9212963,127.173913,179.837963,120.6521739,150.2175926,169.5652174,158.6805556,110.8695652,262.3518519,117.3913043,304.6666667,189.1304348,315.2453704,270.6521739,181.9537037,283.6956522,154.4490741,414.1304348,143.8703704,525,241.1944444,293.4782609,226.3842593,417.3913043,319.4768519,521.7391304,188.3009259,91.30434783,203.1111111,88.04347826,203.1111111,88.04347826,222.1527778,78.26086957,dancing
396.2962963,208.6956522,377.7777778,278.2608696,362.962963,282.6086957,362.962963,282.6086957,362.962963,282.6086957,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,403.7037037,273.9130435,385.1851852,200,385.1851852,200,362.962963,217.3913043,362.962963,217.3913043,dancing
311.1111111,303.2608696,338.8888889,283.6956522,330.5555556,288.5869565,330.5555556,288.5869565,330.5555556,288.5869565,341.6666667,278.8043478,341.6666667,278.8043478,341.6666667,278.8043478,419.4444444,435.326087,419.4444444,435.326087,419.4444444,435.326087,405.5555556,420.6521739,288.8888889,459.7826087,313.8888889,572.2826087,313.8888889,572.2826087,308.3333333,288.5869565,308.3333333,288.5869565,311.1111111,264.1304348,dancing
288.9722222,98.04347826,323.3055556,124.7826087,309,129.2391304,300.4166667,158.2065217,303.2777778,149.2934783,349.0555556,109.1847826,383.3888889,86.90217391,383.3888889,86.90217391,314.7222222,182.7173913,337.6111111,222.826087,337.6111111,222.826087,337.6111111,222.826087,337.6111111,222.826087,337.6111111,222.826087,286.1111111,91.35869565,294.6944444,91.35869565,294.6944444,91.35869565,317.5833333,91.35869565,dancing
412.9537037,487.5,449.037037,536.9565217,461.0648148,522.826087,461.0648148,522.826087,461.0648148,522.826087,449.037037,544.0217391,449.037037,544.0217391,449.037037,544.0217391,505.1666667,657.0652174,533.2314815,741.8478261,533.2314815,741.8478261,489.1296296,657.0652174,396.9166667,854.8913043,324.75,1010.326087,324.75,1010.326087,324.75,1010.326087,324.75,1010.326087,412.9537037,501.6304348,dancing
131.1111111,44.13043478,124.5555556,63.04347826,116.9074074,65.56521739,98.33333333,73.13043478,88.5,75.65217391,128.9259259,60.52173913,128.9259259,60.52173913,128.9259259,60.52173913,136.5740741,92.04347826,136.5740741,92.04347826,136.5740741,92.04347826,136.5740741,92.04347826,136.5740741,92.04347826,136.5740741,92.04347826,127.8333333,42.86956522,127.8333333,42.86956522,119.0925926,49.17391304,119.0925926,49.17391304,dancing
586.6805556,234.7826087,538.712963,300,487.0555556,273.9130435,435.3981481,306.5217391,435.3981481,306.5217391,597.75,326.0869565,597.75,482.6086957,649.4074074,600,405.8796296,508.6956522,365.2916667,769.5652174,546.0925926,945.6521739,490.7453704,528.2608696,416.9490741,763.0434783,391.1203704,997.826087,571.9212963,215.2173913,601.4398148,208.6956522,542.4027778,221.7391304,542.4027778,221.7391304,dancing
